group	target	artifact	query	result	subresult	direction	strength	assessment_schema	assessment_basis	assessment_caveats	explanation	reason_frontier	witnesses	supporting_findings	supporting_finding_kinds	supporting_finding_strengths	refuting_findings	refuting_finding_kinds	refuting_finding_strengths
corpus	boxed_isize__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_isize__uaf/annotated_icfg_v2.json	leak_alloc	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false	results/boxed_isize__uaf/leak_alloc.explain.json	MAY_ALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_isize__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_isize__uaf/annotated_icfg_v2.json	leak_alloc_state	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	assessment_scope:normal_execution;capability:typed_edge_flow_v1;cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false;directional assessment is restricted to typed normal edges; CQPL truth remains evaluated on the complete transition relation including unwind edges	results/boxed_isize__uaf/leak_alloc_state.explain.json	ABSTRACT_TOP_STATE;MAY_ALLOCATION;MAY_DEALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_isize__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_isize__uaf/annotated_icfg_v2.json	use_after_free_alloc	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:may_use_observed;evidence:no_reallocation_between_events;evidence:ordered_drop_before_use;finding:drop_then_use_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_isize__uaf/use_after_free_alloc.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;MAY_USE;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	drop_then_use_without_reallocation	observational_candidate	0		
corpus	boxed_isize__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_isize__uaf/annotated_icfg_v2.json	use_after_free_alloc_state	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:may_use_observed;evidence:no_reallocation_between_events;evidence:ordered_drop_before_use;finding:drop_then_use_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_isize__uaf/use_after_free_alloc_state.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;MAY_USE;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	drop_then_use_without_reallocation	observational_candidate	0		
corpus	boxed_u128__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__df/annotated_icfg_v2.json	double_free_alloc	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u128__df/double_free_alloc.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	3	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u128__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__df/annotated_icfg_v2.json	double_free_alloc_state	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u128__df/double_free_alloc_state.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	3	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u128__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__df/annotated_icfg_v2.json	leak_alloc	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false	results/boxed_u128__df/leak_alloc.explain.json	MAY_ALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u128__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__df/annotated_icfg_v2.json	leak_alloc_state	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	assessment_scope:normal_execution;capability:typed_edge_flow_v1;cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false;directional assessment is restricted to typed normal edges; CQPL truth remains evaluated on the complete transition relation including unwind edges	results/boxed_u128__df/leak_alloc_state.explain.json	ABSTRACT_TOP_STATE;MAY_ALLOCATION;MAY_DEALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u128__ml	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__ml/annotated_icfg_v2.json	leak_alloc	unk	unk_true	true	strong_abstract_evidence	cqpl_result_assessment_v1	cqpl_three_valued_model_check_v1;disposition_basis:rustc_box_into_raw_v1;evidence:no_intervening_call_after_handoff;evidence:no_modeled_discharge_on_witness_path;evidence:non_returning_discharge_observed_off_witness;evidence:normal_return_reachable;evidence:producer_certified_box_into_raw;finding:normal_return_open_manual_obligation;finding_strength:strong_abstract_evidence	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u128__ml/leak_alloc.explain.json	MAY_ALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	1	normal_return_open_manual_obligation	strong_abstract_evidence	0		
corpus	boxed_u128__ml	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__ml/annotated_icfg_v2.json	leak_alloc_state	unk	unk_true	true	strong_abstract_evidence	cqpl_result_assessment_v1	assessment_scope:normal_execution;capability:typed_edge_flow_v1;cqpl_three_valued_model_check_v1;disposition_basis:rustc_box_into_raw_v1;evidence:no_intervening_call_after_handoff;evidence:no_modeled_discharge_on_witness_path;evidence:normal_return_reachable;evidence:producer_certified_box_into_raw;finding:normal_return_open_manual_obligation;finding_strength:strong_abstract_evidence	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST;directional assessment is restricted to typed normal edges; CQPL truth remains evaluated on the complete transition relation including unwind edges	results/boxed_u128__ml/leak_alloc_state.explain.json	ABSTRACT_TOP_STATE;MAY_ALLOCATION;MAY_DEALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	1	normal_return_open_manual_obligation	strong_abstract_evidence	0		
corpus	boxed_u128__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__uaf/annotated_icfg_v2.json	double_free_alloc	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u128__uaf/double_free_alloc.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u128__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__uaf/annotated_icfg_v2.json	double_free_alloc_state	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u128__uaf/double_free_alloc_state.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u128__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__uaf/annotated_icfg_v2.json	leak_alloc	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false	results/boxed_u128__uaf/leak_alloc.explain.json	MAY_ALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u128__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__uaf/annotated_icfg_v2.json	leak_alloc_state	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	assessment_scope:normal_execution;capability:typed_edge_flow_v1;cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false;directional assessment is restricted to typed normal edges; CQPL truth remains evaluated on the complete transition relation including unwind edges	results/boxed_u128__uaf/leak_alloc_state.explain.json	ABSTRACT_TOP_STATE;MAY_ALLOCATION;MAY_DEALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u128__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__uaf/annotated_icfg_v2.json	use_after_free_alloc	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:may_use_observed;evidence:no_reallocation_between_events;evidence:ordered_drop_before_use;finding:drop_then_use_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u128__uaf/use_after_free_alloc.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;MAY_USE;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	drop_then_use_without_reallocation	observational_candidate	0		
corpus	boxed_u128__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u128__uaf/annotated_icfg_v2.json	use_after_free_alloc_state	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:may_use_observed;evidence:no_reallocation_between_events;evidence:ordered_drop_before_use;finding:drop_then_use_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u128__uaf/use_after_free_alloc_state.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;MAY_USE;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	drop_then_use_without_reallocation	observational_candidate	0		
corpus	boxed_u16__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__df/annotated_icfg_v2.json	double_free_alloc	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u16__df/double_free_alloc.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	3	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u16__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__df/annotated_icfg_v2.json	double_free_alloc_state	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u16__df/double_free_alloc_state.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	3	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u16__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__df/annotated_icfg_v2.json	leak_alloc	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false	results/boxed_u16__df/leak_alloc.explain.json	MAY_ALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u16__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__df/annotated_icfg_v2.json	leak_alloc_state	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	assessment_scope:normal_execution;capability:typed_edge_flow_v1;cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false;directional assessment is restricted to typed normal edges; CQPL truth remains evaluated on the complete transition relation including unwind edges	results/boxed_u16__df/leak_alloc_state.explain.json	ABSTRACT_TOP_STATE;MAY_ALLOCATION;MAY_DEALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u16__ml	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__ml/annotated_icfg_v2.json	leak_alloc	unk	unk_true	true	strong_abstract_evidence	cqpl_result_assessment_v1	cqpl_three_valued_model_check_v1;disposition_basis:rustc_box_into_raw_v1;evidence:no_intervening_call_after_handoff;evidence:no_modeled_discharge_on_witness_path;evidence:non_returning_discharge_observed_off_witness;evidence:normal_return_reachable;evidence:producer_certified_box_into_raw;finding:normal_return_open_manual_obligation;finding_strength:strong_abstract_evidence	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u16__ml/leak_alloc.explain.json	MAY_ALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	1	normal_return_open_manual_obligation	strong_abstract_evidence	0		
corpus	boxed_u16__ml	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__ml/annotated_icfg_v2.json	leak_alloc_state	unk	unk_true	true	strong_abstract_evidence	cqpl_result_assessment_v1	assessment_scope:normal_execution;capability:typed_edge_flow_v1;cqpl_three_valued_model_check_v1;disposition_basis:rustc_box_into_raw_v1;evidence:no_intervening_call_after_handoff;evidence:no_modeled_discharge_on_witness_path;evidence:normal_return_reachable;evidence:producer_certified_box_into_raw;finding:normal_return_open_manual_obligation;finding_strength:strong_abstract_evidence	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST;directional assessment is restricted to typed normal edges; CQPL truth remains evaluated on the complete transition relation including unwind edges	results/boxed_u16__ml/leak_alloc_state.explain.json	ABSTRACT_TOP_STATE;MAY_ALLOCATION;MAY_DEALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	1	normal_return_open_manual_obligation	strong_abstract_evidence	0		
corpus	boxed_u16__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__uaf/annotated_icfg_v2.json	double_free_alloc	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u16__uaf/double_free_alloc.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u16__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__uaf/annotated_icfg_v2.json	double_free_alloc_state	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u16__uaf/double_free_alloc_state.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u16__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__uaf/annotated_icfg_v2.json	leak_alloc	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false	results/boxed_u16__uaf/leak_alloc.explain.json	MAY_ALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u16__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__uaf/annotated_icfg_v2.json	leak_alloc_state	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	assessment_scope:normal_execution;capability:typed_edge_flow_v1;cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false;directional assessment is restricted to typed normal edges; CQPL truth remains evaluated on the complete transition relation including unwind edges	results/boxed_u16__uaf/leak_alloc_state.explain.json	ABSTRACT_TOP_STATE;MAY_ALLOCATION;MAY_DEALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u16__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__uaf/annotated_icfg_v2.json	use_after_free_alloc	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:may_use_observed;evidence:no_reallocation_between_events;evidence:ordered_drop_before_use;finding:drop_then_use_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u16__uaf/use_after_free_alloc.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;MAY_USE;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	drop_then_use_without_reallocation	observational_candidate	0		
corpus	boxed_u16__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u16__uaf/annotated_icfg_v2.json	use_after_free_alloc_state	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:may_use_observed;evidence:no_reallocation_between_events;evidence:ordered_drop_before_use;finding:drop_then_use_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u16__uaf/use_after_free_alloc_state.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;MAY_USE;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	drop_then_use_without_reallocation	observational_candidate	0		
corpus	boxed_u32__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u32__df/annotated_icfg_v2.json	double_free_alloc	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u32__df/double_free_alloc.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	3	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u32__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u32__df/annotated_icfg_v2.json	double_free_alloc_state	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u32__df/double_free_alloc_state.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	3	repeated_drop_without_reallocation	observational_candidate	0		
corpus	boxed_u32__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u32__df/annotated_icfg_v2.json	leak_alloc	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false	results/boxed_u32__df/leak_alloc.explain.json	MAY_ALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u32__df	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u32__df/annotated_icfg_v2.json	leak_alloc_state	unk	unk_unoriented	none	unresolved	cqpl_result_assessment_v1	assessment_scope:normal_execution;capability:typed_edge_flow_v1;cqpl_three_valued_model_check_v1	no directional supporting or refuting finding is certified beyond the uncertainty frontier;non-directional unresolved-contract candidates do not orient UNKNOWN toward true or false;directional assessment is restricted to typed normal edges; CQPL truth remains evaluated on the complete transition relation including unwind edges	results/boxed_u32__df/leak_alloc_state.explain.json	ABSTRACT_TOP_STATE;MAY_ALLOCATION;MAY_DEALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	0			0		
corpus	boxed_u32__ml	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u32__ml/annotated_icfg_v2.json	leak_alloc	unk	unk_true	true	strong_abstract_evidence	cqpl_result_assessment_v1	cqpl_three_valued_model_check_v1;disposition_basis:rustc_box_into_raw_v1;evidence:no_intervening_call_after_handoff;evidence:no_modeled_discharge_on_witness_path;evidence:non_returning_discharge_observed_off_witness;evidence:normal_return_reachable;evidence:producer_certified_box_into_raw;finding:normal_return_open_manual_obligation;finding_strength:strong_abstract_evidence	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u32__ml/leak_alloc.explain.json	MAY_ALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	1	normal_return_open_manual_obligation	strong_abstract_evidence	0		
corpus	boxed_u32__ml	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u32__ml/annotated_icfg_v2.json	leak_alloc_state	unk	unk_true	true	strong_abstract_evidence	cqpl_result_assessment_v1	assessment_scope:normal_execution;capability:typed_edge_flow_v1;cqpl_three_valued_model_check_v1;disposition_basis:rustc_box_into_raw_v1;evidence:no_intervening_call_after_handoff;evidence:no_modeled_discharge_on_witness_path;evidence:normal_return_reachable;evidence:producer_certified_box_into_raw;finding:normal_return_open_manual_obligation;finding_strength:strong_abstract_evidence	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST;directional assessment is restricted to typed normal edges; CQPL truth remains evaluated on the complete transition relation including unwind edges	results/boxed_u32__ml/leak_alloc_state.explain.json	ABSTRACT_TOP_STATE;MAY_ALLOCATION;MAY_DEALLOCATION;QUERY_THREE_VALUED_PROPAGATION	1	1	normal_return_open_manual_obligation	strong_abstract_evidence	0		
corpus	boxed_u32__uaf	/home/af/Documenti/a-phd/repro-results/gate-l1-normal-execution-20260919T152848Z/main/raw/boxed_u32__uaf/annotated_icfg_v2.json	double_free_alloc	unk	unk_true	true	observational_candidate	cqpl_result_assessment_v1	contract_basis:rust_box_global_drop;contract_basis:rust_mem_drop_owned_box_global_v1;cqpl_three_valued_model_check_v1;evidence:allocation_state_includes_allocated;evidence:may_deallocation_observed;evidence:no_reallocation_between_events;evidence:two_ordered_drops_observed;finding:repeated_drop_without_reallocation;finding_strength:observational_candidate	positive supporting evidence does not promote UNKNOWN to true;MAY evidence is never promoted to MUST	results/boxed_u32__uaf/double_free_alloc.explain.json	MAY_ALLOCATION;MAY_DEALLOCATION;PATH_JOIN;QUERY_THREE_VALUED_PROPAGATION	1	1	repeated_drop_without_reallocation	observational_candidate	0		
