group	target	relative_path	reference_classes	reference_basis	canonical4_crosscheck	status	explained_deviation	conservative_extra_nonrefuting	source_chars	source_evidence	allocator_mismatch_ub	allocator_mismatch_ub_v2	double_free_alloc	double_free_alloc_state	leak_alloc	leak_alloc_state	mir_rvalue_presence	mir_statement_presence	mir_structural_allocator_example	mir_terminator_presence	use_after_free_alloc	use_after_free_alloc_state
corpus	boxed_usize__uaf	a-code_full_rust/a-use_after_free_full_rust_literals/boxed_usize	UAF	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;DF:unk;UB_FFI:unk	349	"{""alloc_box"": 1, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 5, ""cstring_from_raw"": 0, ""drop_call"": 1, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 3, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	tt	ff	tt	unk	unk
corpus	branch_df_mem_leak_ffi	a-code_c_ffi/branch_df_mem_leak_ffi	DF,ML,UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		UAF:unk	1416	"{""alloc_box"": 1, ""box_from_raw"": 2, ""box_into_raw"": 1, ""checked_arith_source"": 9, ""cstring_from_raw"": 1, ""drop_call"": 1, ""forget"": 0, ""free"": 1, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 4, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	tt	unk	tt	unk	unk
corpus	c-callback-rust-closure	no_errors_projects/c-callback-rust-closure		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	2706	"{""alloc_box"": 2, ""box_from_raw"": 2, ""box_into_raw"": 2, ""checked_arith_source"": 24, ""cstring_from_raw"": 0, ""drop_call"": 1, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 19, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	c_calloc_leak_ml	a-code_c_to_rust_alloc/c_calloc_leak_ml	ML	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT			462	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 5, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 3, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	clean_cstring_no_errors_only_rust	a-code_full_rust/clean_cstring_no_errors_only_rust		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UB_FFI:unk	697	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 13, ""cstring_from_raw"": 2, ""drop_call"": 2, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 2, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	ff	ff	tt	ff	ff
corpus	clean_into_from_raw	a-code_full_rust/clean_into_from_raw		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	480	"{""alloc_box"": 1, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 4, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 3, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	tt	tt	ff	tt	ff	ff
corpus	clean_mul_fn_ffi_no_errors	a-code_c_ffi/clean_mul_fn_ffi_no_errors		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UB_FFI:unk	708	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 9, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 1, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 7, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	unk	tt	ff	ff
corpus	clean_struct_point_mem_leak_into_raw_no_errors	a-code_full_rust/clean_struct_point_mem_leak_into_raw_no_errors		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;DF:unk	1423	"{""alloc_box"": 1, ""box_from_raw"": 2, ""box_into_raw"": 2, ""checked_arith_source"": 8, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 2, ""raw_deref"": 4, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	unk	unk	unk	unk	ff	tt	ff	tt	ff	ff
corpus	closure_df	a-code_full_rust/closure_df	DF	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UAF:unk;UB_FFI:unk	676	"{""alloc_box"": 2, ""box_from_raw"": 6, ""box_into_raw"": 2, ""checked_arith_source"": 6, ""cstring_from_raw"": 0, ""drop_call"": 7, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 3, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	tt	ff	tt	unk	unk
corpus	c_malloc_c_double_free_df	a-code_c_to_rust_alloc/c_malloc_c_double_free_df	DF	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UAF:unk	696	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 8, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 1, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 6, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	unk	unk	unk	unk	ff	ff	ff	tt	unk	unk
corpus	c_malloc_c_free_clean	a-code_c_to_rust_alloc/c_malloc_c_free_clean		phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	589	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 9, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 1, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 7, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	c_malloc_c_free_then_rust_use_uaf	a-code_c_to_rust_alloc/c_malloc_c_free_then_rust_use_uaf	UAF	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	728	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 8, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 1, ""malloc"": 1, ""ptr_read"": 1, ""raw_deref"": 6, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	unk	unk
corpus	c_malloc_cstr_borrow_c_free_clean	a-code_c_to_rust_alloc/c_malloc_cstr_borrow_c_free_clean		phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	685	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 9, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 1, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 6, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	c_malloc_leak_ml	a-code_c_to_rust_alloc/c_malloc_leak_ml	ML	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT			545	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 8, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 5, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	c_malloc_rust_box_from_raw_ub	a-code_c_to_rust_alloc/c_malloc_rust_box_from_raw_ub	UB_FFI	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	529	"{""alloc_box"": 0, ""box_from_raw"": 1, ""box_into_raw"": 0, ""checked_arith_source"": 7, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 5, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	unk	tt	ff	ff
corpus	c_malloc_rust_cstring_from_raw_ub	a-code_c_to_rust_alloc/c_malloc_rust_cstring_from_raw_ub	UB_FFI	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	594	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 7, ""cstring_from_raw"": 1, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 4, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	unk	tt	ff	ff
corpus	c_malloc_rust_double_free_df	a-code_c_to_rust_alloc/c_malloc_rust_double_free_df	DF	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	615	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 7, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 3, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 5, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	unk	unk	unk	unk	ff	ff	ff	tt	ff	ff
corpus	c_malloc_rust_free_clean	a-code_c_to_rust_alloc/c_malloc_rust_free_clean		phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	608	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 8, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 2, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 6, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	c_malloc_rust_free_then_use_uaf	a-code_c_to_rust_alloc/c_malloc_rust_free_then_use_uaf	UAF	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	674	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 9, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 2, ""malloc"": 1, ""ptr_read"": 1, ""raw_deref"": 5, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	unk	unk
corpus	c_malloc_rust_std_dealloc_ub	a-code_c_to_rust_alloc/c_malloc_rust_std_dealloc_ub	UB_FFI	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	469	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 4, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 3, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	c_malloc_rust_string_from_raw_parts_ub	a-code_c_to_rust_alloc/c_malloc_rust_string_from_raw_parts_ub	UB_FFI	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	848	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 7, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 3, ""string_from_raw"": 1, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	unk	tt	ff	ff
corpus	c_malloc_rust_vec_from_raw_parts_ub	a-code_c_to_rust_alloc/c_malloc_rust_vec_from_raw_parts_ub	UB_FFI	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	566	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 6, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 1, ""ptr_read"": 0, ""raw_deref"": 4, ""string_from_raw"": 0, ""vec_from_raw"": 1}"	unk	unk	ff	ff	unk	unk	ff	tt	unk	tt	ff	ff
corpus	concurrent-verification	no_errors_projects/concurrent-verification		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	10013	"{""alloc_box"": 2, ""box_from_raw"": 2, ""box_into_raw"": 2, ""checked_arith_source"": 8, ""cstring_from_raw"": 0, ""drop_call"": 3, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 1, ""raw_deref"": 4, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	c_static_cstr_borrow_clean	a-code_c_to_rust_alloc/c_static_cstr_borrow_clean		phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT			427	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 5, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 2, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	ff	ff	ff	tt	ff	tt	ff	ff
corpus	cstr_cargo_df_ffi	a-code_c_ffi/cstr_cargo_df_ffi	DF,UAF,UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	2441	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 33, ""cstring_from_raw"": 6, ""drop_call"": 0, ""forget"": 0, ""free"": 1, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 13, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	tt	unk	tt	unk	unk
corpus	cstr_expect_uaf_and_ub_ffi	a-code_c_ffi/cstr_expect_uaf_and_ub_ffi	UAF,UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	654	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 4, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 1, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 4, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	ff	tt	unk	unk
corpus	cstringcargo_df_ffi	a-code_c_ffi/cstringcargo_df_ffi	DF,UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UAF:unk	1653	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 12, ""cstring_from_raw"": 4, ""drop_call"": 0, ""forget"": 0, ""free"": 1, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 7, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	tt	unk	tt	unk	unk
corpus	cstringcargo_enum_df_only_rust	a-code_full_rust/cstringcargo_enum_df_only_rust	DF	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UAF:unk;UB_FFI:unk	2512	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 14, ""cstring_from_raw"": 3, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 3, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	tt	unk	tt	unk	unk
corpus	cstring_df_only_rust	a-code_full_rust/cstring_df_only_rust	DF	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UAF:unk;UB_FFI:unk	695	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 13, ""cstring_from_raw"": 2, ""drop_call"": 2, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 3, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	ff	unk	tt	unk	unk
corpus	df_rand_cargo_c_ffi	a-code_c_ffi/df_rand_cargo_c_ffi	DF,UAF,UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT_EXPLAINED_LEGACY_DEVIATION	UAF: source frees in C then Box::from_raw reconstructs ownership; this creates UB/double-free on later drop but no explicit post-free read/write/use_l witness required by the CQPL UAF formula; ff is formula-consistent while DF and allocator-mismatch remain unk	ML:unk	1908	"{""alloc_box"": 2, ""box_from_raw"": 2, ""box_into_raw"": 2, ""checked_arith_source"": 16, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 1, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 12, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	tt	ff	tt	ff	ff
corpus	drop_raw_ptr_no_free	a-code_full_rust/drop_raw_ptr_no_free		none	PASS	RESULT_CONSISTENT_NO_REFERENCE_ORACLE			216	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 1, ""checked_arith_source"": 1, ""cstring_from_raw"": 0, ""drop_call"": 1, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 1, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	explicit_drop_df_only_rust	a-code_full_rust/explicit_drop_df_only_rust	DF	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UB_FFI:unk	166	"{""alloc_box"": 1, ""box_from_raw"": 2, ""box_into_raw"": 1, ""checked_arith_source"": 0, ""cstring_from_raw"": 0, ""drop_call"": 2, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 0, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	ff	ff	tt	ff	ff
corpus	for_df_ffi	a-code_c_ffi/for_df_ffi	DF,UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UAF:unk	1751	"{""alloc_box"": 1, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 15, ""cstring_from_raw"": 2, ""drop_call"": 2, ""forget"": 0, ""free"": 2, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 11, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	tt	unk	tt	unk	unk
corpus	for_memory_leak_ffi	a-code_c_ffi/for_memory_leak_ffi	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			2122	"{""alloc_box"": 1, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 16, ""cstring_from_raw"": 2, ""drop_call"": 2, ""forget"": 0, ""free"": 2, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 12, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	lock-free	found vulns/lock-free	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			4022	"{""alloc_box"": 4, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 7, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 2, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	tt	tt	ff	tt	ff	ff
corpus	lock_free_non_blocking_linked_list	no_errors_projects/lock_free_non_blocking_linked_list		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	2410	"{""alloc_box"": 1, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 10, ""cstring_from_raw"": 0, ""drop_call"": 1, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 4, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	napkin-math-test	found vulns/napkin-math-test	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			52979	"{""alloc_box"": 5, ""box_from_raw"": 1, ""box_into_raw"": 5, ""checked_arith_source"": 124, ""cstring_from_raw"": 0, ""drop_call"": 2, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 19, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	tt	tt	ff	tt	ff	ff
corpus	noGenerator	found vulns/noGenerator	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			401	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 1, ""checked_arith_source"": 4, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 2, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	rc-playground	no_errors_projects/rc-playground		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	6126	"{""alloc_box"": 1, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 30, ""cstring_from_raw"": 0, ""drop_call"": 1, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 7, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	tt	tt	ff	tt	ff	ff
corpus	rusant	found vulns/rusant	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		UB_FFI:unk	2979	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 61, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 57, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	unk	tt	ff	ff
corpus	rust-boks	no_errors_projects/rust-boks		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;DF:unk	3562	"{""alloc_box"": 4, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 18, ""cstring_from_raw"": 0, ""drop_call"": 4, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 1, ""raw_deref"": 9, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	unk	unk	unk	unk	ff	tt	ff	tt	ff	ff
corpus	rust_box_direct_c_free_ub	a-code_c_to_rust_alloc/rust_box_direct_c_free_ub	UB_FFI	phase5_oracle	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	367	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 1, ""checked_arith_source"": 3, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 2, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 1, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	ff	ff	tt	ff	ff
corpus	rust_hw3	no_errors_projects/rust_hw3		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	2337	"{""alloc_box"": 1, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 18, ""cstring_from_raw"": 0, ""drop_call"": 2, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 7, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	tt	tt	ff	tt	ff	ff
corpus	rust_memory	no_errors_projects/rust_memory	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			1142	"{""alloc_box"": 0, ""box_from_raw"": 0, ""box_into_raw"": 2, ""checked_arith_source"": 8, ""cstring_from_raw"": 0, ""drop_call"": 1, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 7, ""string_from_raw"": 0, ""vec_from_raw"": 2}"	ff	ff	ff	ff	unk	unk	tt	tt	ff	tt	ff	ff
corpus	shared-register	found vulns/shared-register	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			11231	"{""alloc_box"": 5, ""box_from_raw"": 0, ""box_into_raw"": 5, ""checked_arith_source"": 7, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 1, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	tt	tt	ff	tt	ff	ff
corpus	skip-list-test	found vulns/skip-list-test	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		DF:unk;UAF:unk	2842	"{""alloc_box"": 11, ""box_from_raw"": 0, ""box_into_raw"": 11, ""checked_arith_source"": 37, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 23, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	unk	unk	unk	unk	ff	tt	ff	tt	unk	unk
corpus	square	no_errors_projects/square		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			181756	"{""alloc_box"": 21, ""box_from_raw"": 8, ""box_into_raw"": 10, ""checked_arith_source"": 458, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 85, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	ff	ff	ff	ff	ff	tt	ff	ff
corpus	stackswap-coroutines	no_errors_projects/stackswap-coroutines		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			38238	"{""alloc_box"": 30, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 106, ""cstring_from_raw"": 0, ""drop_call"": 2, ""forget"": 0, ""free"": 4, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 49, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	ff	ff	ff	ff	ff	tt	ff	ff
